hierarchy;SIDC;fullpath;name;icon-png;icon-svg
2.X.2.2.4.3;G*C*BWE---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|ENEMY KNOWN GROUND ZERO;ENEMY KNOWN GROUND ZERO;2.X.2.2.4.3.png;2.X.2.2.4.3.svg
2.X.2.2.4.4;G*C*BWI---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|ENEMY TEMPLATED;ENEMY TEMPLATED;2.X.2.2.4.4.png;2.X.2.2.4.4.svg
2.X.2.2.4.5;G*C*BWF---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|FRIENDLY PLANNED OR ON-ORDER;FRIENDLY PLANNED OR ON-ORDER;2.X.2.2.4.5.png;2.X.2.2.4.5.svg
2.X.2.2.4.6;G*C*BWP---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|FALLOUT PRODUCING;FALLOUT PRODUCING;2.X.2.2.4.6.png;2.X.2.2.4.6.svg
2.X.2.2.4.7;G*C*BWA---;RADIOACTIVE AREA;RADIOACTIVE AREA;2.X.2.2.4.7.png;2.X.2.2.4.7.svg
2.X.2.2.4.11.2;G*C*BWDA--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|ALTERNATE DECON SITE/POINT (UNSPECIFIED);ALTERNATE DECON SITE/POINT (UNSPECIFIED);2.X.2.2.4.11.2.png;2.X.2.2.4.11.2.svg
2.X.2.2.4.11.3;G*C*BWDT--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON SITE/POINT (TROOPS);DECON SITE/POINT (TROOPS);2.X.2.2.4.11.3.png;2.X.2.2.4.11.3.svg
2.X.2.2.4.11.4;G*C*BWDE--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON SITE/POINT (EQUIPMENT);DECON SITE/POINT (EQUIPMENT);2.X.2.2.4.11.4.png;2.X.2.2.4.11.4.svg
2.X.2.2.4.11.5;G*C*BWDS--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON SITE/POINT (EQUIPMENT AND TROOPS);DECON SITE/POINT (EQUIPMENT AND TROOPS);2.X.2.2.4.11.5.png;2.X.2.2.4.11.5.svg
2.X.2.2.4.11.6;G*C*BWDO--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON SITE/POINT (OPERATIONAL DECONTAMINATION);DECON SITE/POINT (OPERATIONAL DECONTAMINATION);2.X.2.2.4.11.6.png;2.X.2.2.4.11.6.svg
2.X.2.2.4.11.7;G*C*BWDG--;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON SITE/POINT (THOROUGH DECONTAMINATION);DECON SITE/POINT (THOROUGH DECONTAMINATION);2.X.2.2.4.11.7.png;2.X.2.2.4.11.7.svg
2.X.2.2.4.11.8;G*C*BWDEM-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON POINT (MAIN) EQUIPMENT;DECON POINT (MAIN) EQUIPMENT;2.X.2.2.4.11.8.png;2.X.2.2.4.11.8.svg
2.X.2.2.4.11.9;G*C*BWDTF-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS|DECONTAMINATION (DECON) POINTS|DECON POINT (FORWARD) TROOPS;DECON POINT (FORWARD) TROOPS;2.X.2.2.4.11.9.png;2.X.2.2.4.11.9.svg
2.X.2.2.4.12;G*C*BWR---;DOSE RATE CONTOUR LINES;DOSE RATE CONTOUR LINES;2.X.2.2.4.12.png;2.X.2.2.4.12.svg
2.X.2.3.1.1.2;G*C*FSTC--;CIRCULAR TARGET;CIRCULAR TARGET;2.X.2.3.1.1.2.png;2.X.2.3.1.1.2.svg
2.X.2.3.2;G*C*FL----;FIRE SUPPORT LINES;FIRE SUPPORT LINES;2.X.2.3.2.png;2.X.2.3.2.svg
2.X.2.3.3.10;G*C*FAD---;RESTRICTED FIRE AREA (RFA);RESTRICTED FIRE AREA (RFA);2.X.2.3.3.10.png;2.X.2.3.3.10.svg
2.X.2.4.1.2;G*C*SPC---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|CANNIBALIZATION POINT;CANNIBALIZATION POINT;2.X.2.4.1.2.png;2.X.2.4.1.2.svg
2.X.2.4.1.3;G*C*SPY---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|CASUALTY COLLECTION POINT;CASUALTY COLLECTION POINT;2.X.2.4.1.3.png;2.X.2.4.1.3.svg
2.X.2.4.1.4;G*C*SPT---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|CIVILIAN COLLECTION POINT;CIVILIAN COLLECTION POINT;2.X.2.4.1.4.png;2.X.2.4.1.4.svg
2.X.2.4.1.5;G*C*SPD---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|DETAINEE COLLECTION POINT;DETAINEE COLLECTION POINT;2.X.2.4.1.5.png;2.X.2.4.1.5.svg
2.X.2.4.1.6;G*C*SPE---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|ENEMY PRISONER OF WAR (EPW) COLLECTION POINT;ENEMY PRISONER OF WAR (EPW) COLLECTION POINT;2.X.2.4.1.6.png;2.X.2.4.1.6.svg
2.X.2.4.1.7;G*C*SPL---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|LOGISTICS RELEASE POINT (LRP);LOGISTICS RELEASE POINT (LRP);2.X.2.4.1.7.png;2.X.2.4.1.7.svg
2.X.2.4.1.8;G*C*SPM---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|MAINTENANCE COLLECTION POINT;MAINTENANCE COLLECTION POINT;2.X.2.4.1.8.png;2.X.2.4.1.8.svg
2.X.2.4.1.9;G*C*SPR---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|REARM, REFUEL AND RE-SUPPLY POINT;REARM, REFUEL AND RE-SUPPLY POINT;2.X.2.4.1.9.png;2.X.2.4.1.9.svg
2.X.2.4.1.10;G*C*SPU---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|REFUEL ON THE MOVE (ROM) POINT;REFUEL ON THE MOVE (ROM) POINT;2.X.2.4.1.10.png;2.X.2.4.1.10.svg
2.X.2.4.1.11;G*C*SPO---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|TRAFFIC CONTROL POST (TCP);TRAFFIC CONTROL POST (TCP);2.X.2.4.1.11.png;2.X.2.4.1.11.svg
2.X.2.4.1.12;G*C*SPI---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|TRAILER TRANSFER POINT;TRAILER TRANSFER POINT;2.X.2.4.1.12.png;2.X.2.4.1.12.svg
2.X.2.4.1.13;G*C*SPN---;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|UNIT MAINTENANCE COLLECTION POINT;UNIT MAINTENANCE COLLECTION POINT;2.X.2.4.1.13.png;2.X.2.4.1.13.svg
2.X.2.4.1.14;G*C*SPQ---;SUPPLY POINTS;SUPPLY POINTS;2.X.2.4.1.14.png;2.X.2.4.1.14.svg
2.X.2.4.1.14.2;G*C*SPQA--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS I;CLASS I;2.X.2.4.1.14.2.png;2.X.2.4.1.14.2.svg
2.X.2.4.1.14.3;G*C*SPQB--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS II;CLASS II;2.X.2.4.1.14.3.png;2.X.2.4.1.14.3.svg
2.X.2.4.1.14.4;G*C*SPQC--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS III;CLASS III;2.X.2.4.1.14.4.png;2.X.2.4.1.14.4.svg
2.X.2.4.1.14.5;G*C*SPQD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS IV;CLASS IV;2.X.2.4.1.14.5.png;2.X.2.4.1.14.5.svg
2.X.2.4.1.14.6;G*C*SPQE--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS V;CLASS V;2.X.2.4.1.14.6.png;2.X.2.4.1.14.6.svg
2.X.2.4.1.14.7;G*C*SPQF--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS VI;CLASS VI;2.X.2.4.1.14.7.png;2.X.2.4.1.14.7.svg
2.X.2.4.1.14.8;G*C*SPQG--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS VII;CLASS VII;2.X.2.4.1.14.8.png;2.X.2.4.1.14.8.svg
2.X.2.4.1.14.9;G*C*SPQH--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS VIII;CLASS VIII;2.X.2.4.1.14.9.png;2.X.2.4.1.14.9.svg
2.X.2.4.1.14.10;G*C*SPQI--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS IX;CLASS IX;2.X.2.4.1.14.10.png;2.X.2.4.1.14.10.svg
2.X.2.4.1.14.11;G*C*SPQJ--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|SUPPLY POINTS|CLASS X;CLASS X;2.X.2.4.1.14.11.png;2.X.2.4.1.14.11.svg
2.X.2.4.1.15;G*C*SPM---;AMMUNITION POINTS;AMMUNITION POINTS;2.X.2.4.1.15.png;2.X.2.4.1.15.svg
2.X.2.4.1.15.2;G*C*SPMT--;TACTICAL GRAPHICS|CONTROL MEASURES|COMBAT SERVICE SUPPORT|POINTS|AMMUNITION POINTS|AMMUNITION TRANSFER POINT (ATP);AMMUNITION TRANSFER POINT (ATP);2.X.2.4.1.15.2.png;2.X.2.4.1.15.2.svg
2.X.2.4.2;G*C*SL----;LINES;LINES;2.X.2.4.2.png;2.X.2.4.2.svg
2.X.2.5.1.1;G*C*OXE---;REFERENCE POINT;REFERENCE POINT;2.X.2.5.1.1.png;2.X.2.5.1.1.svg
2.X.2.5.1.1.2;G*C*OXRD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|REFERENCE POINT|DLRP;DLRP;2.X.2.5.1.1.2.png;2.X.2.5.1.1.2.svg
2.X.2.5.1.2;G*C*OXU---;UNDERWATER;UNDERWATER;2.X.2.5.1.2.png;2.X.2.5.1.2.svg
2.X.2.5.1.2.2;G*C*OXUB--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|UNDERWATER|BRIEF CONTACT;BRIEF CONTACT;2.X.2.5.1.2.2.png;2.X.2.5.1.2.2.svg
2.X.2.5.1.2.3;G*C*OXUL--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|UNDERWATER|LOST CONTACT;LOST CONTACT;2.X.2.5.1.2.3.png;2.X.2.5.1.2.3.svg
2.X.2.5.1.2.4;G*C*OXUS--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|UNDERWATER|SINKER;SINKER;2.X.2.5.1.2.4.png;2.X.2.5.1.2.4.svg
2.X.2.5.1.3;G*C*OXW---;WEAPON;WEAPON;2.X.2.5.1.3.png;2.X.2.5.1.3.svg
2.X.2.5.1.3.2;G*C*OXWD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|DROP POINT;DROP POINT;2.X.2.5.1.3.2.png;2.X.2.5.1.3.2.svg
2.X.2.5.1.3.3;G*C*OXWE--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|ENTRY POINT;ENTRY POINT;2.X.2.5.1.3.3.png;2.X.2.5.1.3.3.svg
2.X.2.5.1.3.4;G*C*OXWG--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|GROUND ZERO;GROUND ZERO;2.X.2.5.1.3.4.png;2.X.2.5.1.3.4.svg
2.X.2.5.1.3.5;G*C*OXWM--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|MSL DETECT POINT;MSL DETECT POINT;2.X.2.5.1.3.5.png;2.X.2.5.1.3.5.svg
2.X.2.5.1.3.6;G*C*OXWI--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|IMPACT POINT;IMPACT POINT;2.X.2.5.1.3.6.png;2.X.2.5.1.3.6.svg
2.X.2.5.1.3.7;G*C*OXWP--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|WEAPON|PREDICTED IMPACT POINT;PREDICTED IMPACT POINT;2.X.2.5.1.3.7.png;2.X.2.5.1.3.7.svg
2.X.2.5.1.4;G*C*OXY---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY;SONOBUOY;2.X.2.5.1.4.png;2.X.2.5.1.4.svg
2.X.2.5.1.4.1;G*C*OXYP--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|PATTERN CENTRE;PATTERN CENTRE;2.X.2.5.1.4.1.png;2.X.2.5.1.4.1.svg
2.X.2.5.1.4.2;G*C*OXYD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|DIFAR;DIFAR;2.X.2.5.1.4.2.png;2.X.2.5.1.4.2.svg
2.X.2.5.1.4.3;G*C*OXYL--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|LOFAR;LOFAR;2.X.2.5.1.4.3.png;2.X.2.5.1.4.3.svg
2.X.2.5.1.4.4;G*C*OXYC--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|CASS;CASS;2.X.2.5.1.4.4.png;2.X.2.5.1.4.4.svg
2.X.2.5.1.4.5;G*C*OXYS--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|DICASS;DICASS;2.X.2.5.1.4.5.png;2.X.2.5.1.4.5.svg
2.X.2.5.1.4.6;G*C*OXYB--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|BT;BT;2.X.2.5.1.4.6.png;2.X.2.5.1.4.6.svg
2.X.2.5.1.4.7;G*C*OXYA--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|ANM;ANM;2.X.2.5.1.4.7.png;2.X.2.5.1.4.7.svg
2.X.2.5.1.4.8;G*C*OXYV--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|VLAD;VLAD;2.X.2.5.1.4.8.png;2.X.2.5.1.4.8.svg
2.X.2.5.1.4.9;G*C*OXYT--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|ATAC;ATAC;2.X.2.5.1.4.9.png;2.X.2.5.1.4.9.svg
2.X.2.5.1.4.10;G*C*OXYR--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|RO;RO;2.X.2.5.1.4.10.png;2.X.2.5.1.4.10.svg
2.X.2.5.1.4.11;G*C*OXYK--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SONOBUOY|KINGPIN;KINGPIN;2.X.2.5.1.4.11.png;2.X.2.5.1.4.11.svg
2.X.2.5.1.5;G*C*OXN---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|FORMA TION;FORMA TION;2.X.2.5.1.5.png;2.X.2.5.1.5.svg
2.X.2.5.1.6;G*C*OXH---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|HARBOUR;HARBOUR;2.X.2.5.1.6.png;2.X.2.5.1.6.svg
2.X.2.5.1.6.1;G*C*OXHQ--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|HARBOUR|POINT Q;POINT Q;2.X.2.5.1.6.1.png;2.X.2.5.1.6.1.svg
2.X.2.5.1.6.2;G*C*OXHA--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|HARBOUR|POINT A;POINT A;2.X.2.5.1.6.2.png;2.X.2.5.1.6.2.svg
2.X.2.5.1.6.3;G*C*OXHY--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|HARBOUR|POINT Y;POINT Y;2.X.2.5.1.6.3.png;2.X.2.5.1.6.3.svg
2.X.2.5.1.6.4;G*C*OXHX--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|HARBOUR|POINT X;POINT X;2.X.2.5.1.6.4.png;2.X.2.5.1.6.4.svg
2.X.2.5.1.7;G*C*OXR---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE;ROUTE;2.X.2.5.1.7.png;2.X.2.5.1.7.svg
2.X.2.5.1.7.1;G*C*OXRR--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE|RENDEZVOUS;RENDEZVOUS;2.X.2.5.1.7.1.png;2.X.2.5.1.7.1.svg
2.X.2.5.1.7.2;G*C*OXRD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE|DIVERSIONS;DIVERSIONS;2.X.2.5.1.7.2.png;2.X.2.5.1.7.2.svg
2.X.2.5.1.7.3;G*C*OXRW--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE|WAYPOINT;WAYPOINT;2.X.2.5.1.7.3.png;2.X.2.5.1.7.3.svg
2.X.2.5.1.7.4;G*C*OXRP--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE|PIM;PIM;2.X.2.5.1.7.4.png;2.X.2.5.1.7.4.svg
2.X.2.5.1.7.5;G*C*OXRT--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|ROUTE|POINT R;POINT R;2.X.2.5.1.7.5.png;2.X.2.5.1.7.5.svg
2.X.2.5.1.8;G*C*OXST--;STATION;STATION;2.X.2.5.1.8.png;2.X.2.5.1.8.svg
2.X.2.5.1.8.1.1;G*C*OXSTCP;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|COMBATANT STATION|PICKET STATION;PICKET STATION;2.X.2.5.1.8.1.1.png;2.X.2.5.1.8.1.1.svg
2.X.2.5.1.8.1.2;G*C*OXSTCA;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|COMBATANT STATION|ASW SHIP STATION;ASW SHIP STATION;2.X.2.5.1.8.1.2.png;2.X.2.5.1.8.1.2.svg
2.X.2.5.1.8.2;G*C*OXSTR-;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|REPLENISHMENT AT SEA (RAS) STATION;REPLENISHMENT AT SEA (RAS) STATION;2.X.2.5.1.8.2.png;2.X.2.5.1.8.2.svg
2.X.2.5.1.8.3;G*C*OXSTH-;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|RESCUE STATION;RESCUE STATION;2.X.2.5.1.8.3.png;2.X.2.5.1.8.3.svg
2.X.2.5.1.8.4;G*C*OXSTS-;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|SUBMARINE STATION;SUBMARINE STATION;2.X.2.5.1.8.4.png;2.X.2.5.1.8.4.svg
2.X.2.5.1.8.5;G*C*OXSTSA;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|STATION|ASW SUBMARINE STATION;ASW SUBMARINE STATION;2.X.2.5.1.8.5.png;2.X.2.5.1.8.5.svg
2.X.2.5.1.9;G*C*OXS---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SEARCH;SEARCH;2.X.2.5.1.9.png;2.X.2.5.1.9.svg
2.X.2.5.1.9.1;G*C*OXSA--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SEARCH|SEARCH AREA;SEARCH AREA;2.X.2.5.1.9.1.png;2.X.2.5.1.9.1.svg
2.X.2.5.1.9.2;G*C*OXSD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SEARCH|DIP POSITION;DIP POSITION;2.X.2.5.1.9.2.png;2.X.2.5.1.9.2.svg
2.X.2.5.1.9.3;G*C*OXSC--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|SEARCH|SEARCH CENTRE;SEARCH CENTRE;2.X.2.5.1.9.3.png;2.X.2.5.1.9.3.svg
2.X.2.5.1.10;G*C*OXA---;AIR CONTROL;AIR CONTROL;2.X.2.5.1.10.png;2.X.2.5.1.10.svg
2.X.2.5.1.10.2;G*C*OXAA--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|AIRBORNE EARLY WARNING (AEW);AIRBORNE EARLY WARNING (AEW);2.X.2.5.1.10.2.png;2.X.2.5.1.10.2.svg
2.X.2.5.1.10.3;G*C*OXAT--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|TACAN;TACAN;2.X.2.5.1.10.3.png;2.X.2.5.1.10.3.svg
2.X.2.5.1.10.4;G*C*OXAK--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|TANKING;TANKING;2.X.2.5.1.10.4.png;2.X.2.5.1.10.4.svg
2.X.2.5.1.10.5;G*C*OXAF--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|ANTISUBMARINE WARFARE FIXED WING;ANTISUBMARINE WARFARE FIXED WING;2.X.2.5.1.10.5.png;2.X.2.5.1.10.5.svg
2.X.2.5.1.10.6;G*C*OXAH--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|ANTISUBMARINE WARFARE ROTARY WING;ANTISUBMARINE WARFARE ROTARY WING;2.X.2.5.1.10.6.png;2.X.2.5.1.10.6.svg
2.X.2.5.1.10.7;G*C*OXAO--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|TOMCAT;TOMCAT;2.X.2.5.1.10.7.png;2.X.2.5.1.10.7.svg
2.X.2.5.1.10.8;G*C*OXAR--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|RESCUE;RESCUE;2.X.2.5.1.10.8.png;2.X.2.5.1.10.8.svg
2.X.2.5.1.10.9;G*C*OXAP--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|REPLENISH;REPLENISH;2.X.2.5.1.10.9.png;2.X.2.5.1.10.9.svg
2.X.2.5.1.10.10;G*C*OXAM--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|MARSHALL;MARSHALL;2.X.2.5.1.10.10.png;2.X.2.5.1.10.10.svg
2.X.2.5.1.10.11;G*C*OXAS--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|STRIKE IP;STRIKE IP;2.X.2.5.1.10.11.png;2.X.2.5.1.10.11.svg
2.X.2.5.1.10.12;G*C*OXAD--;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|SPECIAL POINT|AIR CONTROL|CORRIDOR TAB;CORRIDOR TAB;2.X.2.5.1.10.12.png;2.X.2.5.1.10.12.svg
2.X.2.5.2;G*C*OG----;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT;GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT;2.X.2.5.2.png;2.X.2.5.2.svg
2.X.2.5.2.1;G*C*OGC---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT|CHECKPOINT;CHECKPOINT;2.X.2.5.2.1.png;2.X.2.5.2.1.svg
2.X.2.5.2.2;G*C*OGP---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT|CONTACT POINT;CONTACT POINT;2.X.2.5.2.2.png;2.X.2.5.2.2.svg
2.X.2.5.2.3;G*C*OGT---;TACTICAL GRAPHICS|CONTROL MEASURES|COMMAND AND CONTROL|GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT|COORDINATION POINT;COORDINATION POINT;2.X.2.5.2.3.png;2.X.2.5.2.3.svg
